model_id,model_name,unique_activities,category
c4be6d6259dd40fd93e98d5195eeda06,12345678_Jane Doe_Subprocess6,"['Reverse vaccinees registration', 'Reverse vaccinees confirmation of receipt']",Life sciences and healthcare
c4c5a2ddb334498ba895ad71105b640e,Finalise loan documents,"['Lodge the mortgage', 'Register details', 'Prepare loan stamping']",Banking
c4c5ff59e11d43b89db38a372e858414,W1-P3(PARALLEL)(4-EXAMPLE),"['Proceed To Departure Level', 'Pass Luggage Screening', 'Pass Security Screening', 'Proceed To Security Check']",Travel and transportation
c4c7e9da41274be496d012d96fae1a0d,Bring to resuscitation area,"['Assign other clinician to observe vaccinees', 'Provide necessary treatment', 'Bring vaccine to emergency', 'Call senior clinician']",Life sciences and healthcare
c4caee246e104b16b77dd1cbd9927274,malakattal,"['pack order', 'review order', 'prepare cocktail', 'prepare meal']",Other
c4cc6cc010a441b9a6bf7e54f737518b,Gathermanufacturing products,"['Prepare iron ore', 'Case rotor teeth']",Mining
c4ce719082de4ad7972f126d679a3aa2,W6G4.P1(TIMER) (V2),"['PACK SUIT CASES', 'BOOK TRIP', 'CHOOSE DESTINATION']",Travel and transportation
c4d2e20d160542c9bbb750a32d24a519,saja khasawneh quiz3,"['Prepare Cocktail', 'Prepare Mwal', 'Pack order', 'Review Order']",Other
c4d339921a7843ab9cd11e7b6b2313ab,Task C,"['Order piece for each piece ordered the previous day', 'Check the recorded list of unfulfilled and fulfilled orders', 'Select factory randomly (that is going to reject the order)', 'Select the fastest Factory with the products to order available', 'Order from this factory', 'Reset the list of fulfilled and unfulfilled orders']",Logistics/Wholesale distribution
c4d8830bfdcd432a96fa961b23b134ae,assessing renewals of benefits,"['request medical report', 'perform simple check', 'renew', 'review the case', 'perform check']",Life sciences and healthcare
c4dfaab15cce46c08730fa9b2f58202f,Jane Doe Lexoo,"['Respond to RFP', 'Select Lawyer', 'Fill Out Needs Form', 'Create RFP', 'Review Needs Form', 'Review Quotes', 'Notify Lawyer', 'Create Account', 'Collect Quotes']",Professional services
c4dfd01fb2d24a49982153b1649da93f,W1-P2(XOR)V3,"['go straight to classroom', 'cycle to school', 'drive to school', 'get ready to school']",Other
c4e5d3314c2d41439c929d973d94647f,order distribution process,"['maintain product in Hamburg', 'distribute to warehouses', 'maintain product in Amsterdam', 'register order']",Logistics/Wholesale distribution
c4e67eebfe194c4aa030b914a4d38acc,main2,"['Manage credentials', 'Check availability', 'Manage payment']",Banking
c4e8b2ffd0f74bd58e29d461fe23b961,Process of making the pizza,"['Spread tomato paste', 'Shape to large pizza', 'Put into the oven', 'Add cheese', 'Put the pizza into its box/ package', 'Take the dough and knead', 'Let it finish backing', 'Add salami', 'Add additional required topping: mushrooms', 'Hand over to deliveryman']",Other
c4e99b1183b14bf1b8dc99bf99df893a,Stage 0 Exit Criteria,"['Assess if this is target account', 'Determine if the prospect is able to advance the engagement', 'Determine possible needs Jama can serve', 'Assess if the prospect has willingness to engage within days']",Other
c4e9a1f167af44a3be3e23b00097d440,Übungsblatt 3 Aufg. 1_1,"['Check credit history', 'Assess loan risk', 'Assess eligibilty', 'Appraise property']",Banking
c4ea243923f94b83afec30c1bff62a80,something,"['Process form', 'Refund Customer']",Other
c4ea405c24dc48439d7b235708a56544,LAB1,"['Receive payment', 'Emit Invoice', 'Archieve order', 'Get shipment address', 'Confirm Order', 'Ship product']",Retail
c4ed05c310a64440aa81f4325828459d,claim process,"['examine the demand is explicit?', 'extreme demand to handle', 'explicit claim for', 'examine the facts of details', 'demand explicit', 'explicit<', 'demand is handled', 'mention demands', 'tell the client about demand', 'demand is received']",Other
c4f27419652f48578e0db3301a677cca,Normative_SendProd_before_Notify_SkipApprove,"['Check Order', 'Receive Payment', 'Receive Order', 'Ship Products', 'Release Invoice', 'Send Shopping Notification']",Retail
c4f3db6036344781a6bcc4385bc733a4,asd procers,"['Do nothing', 'Do something else', 'Check doc or something']",Other
c4f629b8079b45caaf661f3a55cdbde4,New Process,"['Issue money order', 'Offering more assistance', 'Closing claim', 'Checking claim', 'Creating new case', 'Calling Agent', 'Confirming claim']",Insurance
c4f85473456643bc86e0f2ccbe49fc57,W4-P1(TIMER EVENT) TRIP,"['BOOK FLIGHT AND HOTEL', 'CHOOSE DESTINATION', 'PACK SUITCASE']",Travel and transportation
c4f9b97937b64ec49fcbc8948764abf1,BPMN Beispiel,"['produce order', 'post order info system', 'check order']",Other
c4fb67c2fb234626a8c9e09747864a1e,Generate invoice,"['Register billing information', 'Send invoice to customer']",Other
c4ffed5058e34c2299d78b3c89d06494,Sample Process,"['Send article', 'Wrap article', 'Take article from the stock']",Retail
c50217813e1c4fbd845a74a7b9d85f4d,order-to-cash,"['receive payment', 'get shipment address', 'confirm order', 'ship product', 'archive order', 'emit invoice']",Retail
c506a4cbe3a447859f5606d700f45276,Patient_Positioning,"['Position the patient', 'Pack pressure points', 'Secure the patient to the table']",Life sciences and healthcare
c507cc7c10434a389abedcec508825f8,New Process,"['Retrieve Police Report', 'Calculate initial claim est', 'Receive claim', 'receive payout letter', 'negotiate settlement', 'receive cash payment', 'decide final payment offer', 'update claim files', 'send confirmation letter', 'send claim form']",Insurance
c5097138ce7a4e8699e5295d9a9961c5,New Process,"['collect payment for inspection', 'approve paper work', 'give customer inspection form and waiting line number']",Other
c50a082f54d9466e9a1cf44e95a0be43,New HR Process,"['Task', 'Facilities sets up Access', 'New hire form is completed', 'Set up Computer', 'HR enters new employee in HRMS']",Other
c50a873604184d4baa7c35ee71058ac7,Upload documents in LMS,"['Upload program terms and conditions', 'Upload proposed schedule', 'Upload contact list', 'Upload homework and Assignment details']",Higher education and research
c50bedae43774866abcd7d20f5afe204,Asynchronous Polling,"['Subprocess (Polling sub-process)', 'forward business request to back-end']",Other
c50deee0613b4bfb96e8cb7ffe31a7ad,2.3 Make Loan Offer,"['Save Customer Responses', 'Notify the Customer', 'Retrieve Loan Documents']",Banking
c50e7666fac24db3b0e12107f711d35b,Administers the vaccine to the Vaccinee,"['Taking the vaccine supply from the vaccine storage', 'Storage the vaccine to the vaccine storage', 'Signs the patients vaccine receipt card', 'Before covering the syringe and returning to the Vaccinee', 'Extracting the recommended dose into vaccine syringe']",Life sciences and healthcare
c514b90f171e42beaf55a6a1c8cc19a6,12345678_rev1,"['Calculate insurance fee', 'Task that takes lots of time']",Insurance
c51787ab2c6f4274bc437a3ed4456f82,Neuer Prozess,"['make phone calls', 'Smartphone']",Other
c51a186549734ccc8cd4696a3ea05579,W4-P1(START TIMER EVENT,"['Store backup in mangers room', 'Backup server database']",Other
c51a2c821085498aaf87355c9edc81cd,Computer Repair B (NL),"['Inspect Computer', 'Perform Software Checks', 'Perform Hardware Checks', 'Repackage Computer']",High tech
c52088ed300a4f25926f5aa050d15c90,Promotional Event Process,"['Host Promotions Event', 'Send Promotions Form w/ Delivery Van', 'Check Inventory Levels', 'Pull Promotional Items from Inventory', 'Record Sales and Inventory Levels', 'Record Items Pulled on Promotions Form', 'Drop off Promotions Form w/ Jane Doe', 'Update Promotions Form w/ Promotional Sales']",Retail
c5228b9012d94235a7b225a06ebb3bd6,Complete 'Start of Year Goalsetting',"['Execute meeting', 'Task', 'Request Goalsetting and Meeting', 'Process goals']",Other
c522be07d3834cbc917e247d162b16b8,In Class_Slide 189,"['Risk assessment', 'Customer followup']",Other
c526bb566df54cd19d7499d033be81a3,New BPMN 2.0 Manufacturing and Production,"['Work Summary finalised', 'Work order completed', 'Notice received', 'Approved work order received', 'Work order received', 'Quality control performed', 'Work Summary created', 'Suppliers are sourced', 'Work Order Produced']",Industrial manufacturing
c52bb610b1f94d5aab5bb96317413998,Post installation,"['Calculate payment start date', 'Hand over the keys', 'Add citizen to accounting system', 'Enter data into System', 'Notify the CRO and file the case', 'Assign storage location']",Other
c52ec9f7d28a459e82374ce80caed3ed,Selection of Maturity Model,"['Choosing the highest scoring Maturity Model', 'Creation of selection criteria with reference to DHS context', 'Review DHS strategic plan and process governance', 'Research and define selection criteria', 'Shortlisting Maturity Model based of selection criteria', 'Scoring Maturity Models against selection criteria', 'Adapting Maturity Model according to DHS needs']",Other
c5332a10c4aa4d2d9abd195ccf6040ae,Reverse registration,"['Advise when to return', 'Reverse confirmation of vaccine receipt']",Life sciences and healthcare
c53c35354f1f4f899b53b8571087efb3,"Search, evaluate and send most interesting flights","['Search and evaluate flight', 'Send most interesting flights']",Travel and transportation
c5426c04f46f458383038711b5f475c0,Registry Checks,"['Check Number of Modules', 'Sum total credits taken to date', 'Check payment for credits']",Higher education and research
c54879f3f81a48c5888d096207237656,Database Building,"['Release to Customer', 'QA Testing', 'Installation of Customer Enviroment', 'DC Testing']",Other
c550142969164b7c801d491cc5fbdde1,New Process,"['Settlement recommendation is written', 'Examination done by claim officer', 'Claim registered', 'Claim handling is processed']",Insurance
c5502ddda8aa40aa8cc9768969b96d32,Attempt to register,"['place stand-by for course', 'Get course information', 'Enroll for course']",Higher education and research
c5547debdc35479694026a8e9d886ef1,Reeeeeeeeeeee Item Gathering,"['Procure Items', 'Create Cost Report', 'Send items', 'Record Procurement History', 'Meet with the Supplier', 'Search for Suppliers', 'Review Item List', 'Add Supplier to Contact list', 'Receive reply from Suppliers']",Other
c557026e853a464bb36c39c6fe62c687,exercise 3.3,"['Verify repayment agreement', 'Check if there was request for home insurance', 'Send acceptance pack', 'Send acceptance pack and home insurance quote']",Insurance
c55cda372d0c4bac9b133c44ea8b8697,Level 2 - Generate Content of Application,"['Produce Tutorial Videos', 'Create Food blog']",Other
c55ffa63f1644c8cb5db4e8547581b72,1.0 Direct to right unit,"['Put the call into waiting queue', 'Direct to Consultant or products expertise', 'Redirect Call to Other Units', 'Identity the Nature of Call', 'Direct to correct consultant or product expertise']",Professional services
c56029468685460eaf44b0fdf3bb58e1,Organize Meeting,"['Email Time', 'Compare Availability', 'Select Suitable Time']",Other
c56124aa808540f59f5819fc8d3df1a2,Starbucks Jane Doe jane.doe@dummy.com,"['Retrieve Order', 'Process gift card payment', 'Process cash payment', 'Process credit card payment', 'Return receipt and payment method', 'Customer orders', 'Record order in the cash register', 'Identify Payment Method', 'Hand to customer']",Retail
c56296b21cef47d78f538eb88b2fdfd8,W1-EXAMPLE,"['WITHDRAW MONEY SUCCESSFULLY', 'CONFIRM AMOUNT', 'ENTER AMOUNT TO WITHDRAW', 'DEPOSIT MONEY INTO BANK ACCOUNT']",Banking
c56402c56ef8454599f28bb4abab59b8,QuickModel,"['CSO gathers customer requirements and fills Rental Application Form', 'OD dispatch the form to MO']",Other
c5663f9a519545fcaa74048723311f0a,Review Application for Loan Risk,"['Create Risk Assessment Profile', 'Receive Customer Reference Reports', 'Arrange Customer Reference Report', 'Receive Company and Title Searches', 'Add to Customer File', 'Conduct Customers Credit Check', 'Review Application for any Loan Risk', 'Arrange Company and Title Searches']",Banking
c568b7f7f6c346dba21810185fc0bf33,Week 3 Exercise 2,"['Receive payment', 'Retrieve product from warehouse', 'confirm order', 'ship product', 'get shipment address', 'Archive order', 'check stock availability', 'emit invoice']",Retail
c56c5595a8da43a4a56166264cd77a35,9.3.2 Bill Client,"['Add Digital Gallery to The Bill', 'Compose Final Bill', 'Add Cancellation Fees to The Bill', 'Add Additional Processing to The Bill', 'Check for Illing Reason', 'Add Print Costs To The Bill', 'Send Bill to The Client']",Professional services
c56c899d745a4f31b6b56d83d46bbd3d,12345678_Jane Doe_subprocess 4,"['Return receipt card', 'Ask patient', 'Cover syringe', 'Take vaccine', 'Extract dose', 'Escort vaccinee', 'Sign vaccine receipt card']",Life sciences and healthcare
c56d357041bd4c439d0d5a8c52d870c5,Simple Book Order Orchestration Private Process,"['archive book order', 'prepare invoice', 'place back order', 'receive payment', 'receive back order confirmation', 'choose publisher', 'send shipment information', 'send invoice']",Retail
c571c73772724ce692f96ac7a623004b,Jane DoeY-Main process,"['Notify claimant of settlement', 'examine claim', 'Prepare Settlement']",Insurance
c5728a3f3b45431196666e3b6b97a566,12345678_Untadi_Identifypatient,"['Check form for complications', 'Invite to small table', 'Call non-staff', 'Check form to confirm vaccine', 'Check on-duty priority area', 'Call on-duty staff']",Life sciences and healthcare
c5748ad179eb4b8daa35d00c71785bdf,BPMN Level 2 - Lecture 1,"['Customer Follow-up', 'Risk Assessment']",Other
c574c881d2724ed497499827acaa7597,1.2.8 Develop customer experience strategy,"['Develop customer experience roadmap to develop and implement defined capabilities', 'Design customer experience', 'Assess customer experience', 'Design customer experience support structure']",Consumer products
c576f249c3d14a6fbf6aff359388923f,W6G4.P2 ( TIMER ) ( V2 ),"['PACK SUIT CASE', 'BOOK TRIP', 'CHOOSE DESTINATION']",Travel and transportation
c5775baaff42404084633cfaad93d2b3,Level 2 Lecture 1 Example 1,"['Notification actions', 'Advanced risk assessment', 'Perform simple risk assessment']",Other
c5781c13f9e440e09bbae04f759cc6fa,Find new vendor,"['Create new vendor', 'Evaluate quotations, e.g. on price', 'Request for quotation', 'Determine new vendor']",Logistics/Wholesale distribution
c5791cc4cffa43e29006e9d07f97061c,W3G1.P3,"['CONTACT AIRLINE', 'SHIP GOOD', 'PREPARE DO', 'CONTACT CONTAINER PORT']",Travel and transportation
c5799b14e8ad40ad888327c23174d983,snacks for a party,"['serve snacks', 'Ask how many guest will attend the party', 'Buy ingredients', 'prepare mini-quiches', 'prepare zakouskis', 'prepare vegetables with dip sauce']",Other
c579f4186fb4469c90fc97b37805d6d0,9.2.5 Manage and process adjustments/deductions,"['Prepare chargeback invoices', 'Analyze adjustments', 'Establish policies/procedures for adjustments', 'Discuss resolution with internal parties', 'Correspond/ Negotiate with customer', 'Process related entries']",Banking
c57a3e7391694a549adfe138210453c5,Register written test results,"['Get number of tasks', 'Subprocess (Process task score results)', 'Enter written test tasks scores', 'Enter written test scores', 'Subprocess (Process total score results)']",Higher education and research
c5814795855b4b3894215d5c5e0a15e3,Rent a car,"['Drive car', 'Look for parking place', 'Unlock car', 'Reserve car', 'Look for car', 'Park car']",Travel and transportation
c58255bd10d647a0996f769c3bd5e1e0,Monitoring & Measurement (Copy),"['Collect Process Metrics', 'Evaluate whether goals are reached', 'Collect goal metrics', 'Analyse process metrics', 'Create KM Report']",Other
c58507c3182741a4b62149c9b8ab0a71,Class Ex. 5,"['Subprocess (Process order)', 'All order in the market place are collected']",Other
c586e280a71b4a87a1f47d1ecd23b583,w1-p2[xor=selective] (ver3),"['cycle to school', 'get ready for school', 'drive to school', 'go straight to classroom']",Other
c58ae9eda2fc4aeeb8bed27a92f9684f,Create new notification,"['Fill in subject', 'Identify sender', 'Fill in content']",Other
c58b1caf506341978fd75588f519e913,New Process,"['View existing risk', 'Select action', 'Enter New Risk', 'Sign in', 'Edit existing risk']",Other
c58fa2929b384404b53bf989953ed515,01.04.00 - Register Building,"['Register Template Population', 'Operation Policy Creation']",Other
c591fa68533a40579a700ec308b695ff,applicate,"['upload motivational letter', 'upload certified copies of academic transcripts', 'upload certified copies of previous degree', 'upload copy of english language test result', 'upload copy of identity document']",Higher education and research
c59799f0333341c5a751cc5b92b8e0af,M-Planning,"['Set timeline', 'Identify risks', 'Identify personnel resources', 'Request key stakeholders approval', 'Design and scope', 'Plan communications management']",Other
c5988b65761242f0969c65e91a345181,8.1.1 Understand IT customer needs,"['Assess IT customer operational capabilities', 'Understand IT customer communities']",Other
c598941678a54541b0936ce87a4161e0,"Niya Terzieva, 8am","['Notify about outcome', 'perform assessment', 'register claim', 'Schedule payment', 'Check validity of policy', 'Reject claim', 'Check for completeness', 'Authorize repair']",Insurance
c59bb788387341e1b25212ecdb028af7,Tumor_Exposure_Identification_and_Demarcation,"['Introduce laparoscopic ultrasound probe', 'Leave overlying Gerota’s fascia atop the mass', 'Put the ultrasound probe parallel to the tumor border', 'Clear the fat around the mass', 'Keep the exposure wide', 'Open Gerota’s fascia', 'Score margins of resection of the renal capsule', 'Perform dissection']",Life sciences and healthcare
c5a03b477a6040a8a1ee964a7ffba051,car accident report,"['collect witness statement', 'identify witnesses']",Other
c5a4156f45fa48d59b903d21acba68cb,VWP,"['Ship car', 'Produce car', 'Prepare production']",Automotive
c5a722a082aa469bb3afbff019a1aefc,Figure 3.4_Jane Doe,"['Park invoice', 'Block invoice', 'Re-send invoice to customer', 'Post invoice', 'Check invoice for matches']",Other
c5a76452e0df4269a87981dd5ad9868c,W4-P1[BACKUP DATABASE],"['Store backup in manager office', 'Backup server database']",Other
c5a8e001c62645868bb20a94394be7e4,New Process,"['Finalise proposal', 'Analyse Stay Score', 'Establish travel plan', 'Analyse internal rating', 'Analyse historical data']",Travel and transportation
c5ac8a9c2fc64b8bb70aeaefca3938dd,10.2.2 Manage regulatory compliance,"['Develop regulatory compliance procedures', 'Identify applicable regulatory requirements', 'Maintain relationships with regulators as appropriate', 'Assess current compliance position, and identify weaknesses or shortfalls therein', 'Monitor and test, on an ongoing and scheduled basis, regulatory compliance position and existing controls, defining controls that should be added, removed, or modified as required', 'Monitor the regulatory environment for changing or emerging regulations', 'Implement missing or stronger regulatory compliance controls and policies']",Government
c5b896aaad6b4ca490c6fbe46e2e0721,exe 2_1,"['Review with tech. dept', 'create draft contract', 'Review by the rights dept', 'final review', 'review with financial dept.', 'Merge reviews']",Other
c5bafb81e2b840d8b3b8c55a10d9d179,Testing,"['Testing', 'prepare the application to restaurant', 'fixed the bug', 'have the application']",Other
c5c24ee4b24b47e28151e5c88e4b8998,Claim Assessment process,"['Access the claim in claim management system', 'Access the claim by staff expertise']",Insurance
c5c5b419018843e1a82197a901469916,12345678,"['Sort invoices by amount', 'Subprocess (Data entry)', 'Sort invoices by vendor']",Other
c5c66f5e167e40e8b04cc4929bed1861,exercise 4,"['Give to associate', 'Prepare the files', 'Track down files', 'Order the files', 'Initiate search']",Other
c5c8e682280c46279f82cdd6e6b6146b,exercise,"['Statement retrieve', 'lodged to the insurance']",Insurance
c5d14cf8f69247b68b3f1eebc29512ba,AOG sub-process SAP,"['Changes text ATB in real ATB', 'Approaches BTO with request notification', 'Enriches article data in SAP', 'Starts notification for entering new article', 'Fills out form with article data', 'Enters article data in SAP']",Other
c5d6923d63144ef296f720c1a8d266ba,Mail Letters,"['Send Settlement Letter to Lender', 'Send Settlement Letter to Customer', 'Prepare copies of the Settlement Letter']",Other
c5d724dc89754d1aa097735dfb3825dc,8.3,"['verify repayment agreement', 'prepare pack', 'Notify status', 'Approve application', 'Send pack', 'cancel application']",Banking
c5de69c1d7a241acbf249ab5a92c318e,Jane Doe,"['pack order', 'review order', 'prepar cocktal', 'prepare meal']",Other
c5e11c454dbe4f2a847a166e4ceeb8b6,6.5 Finalize outputs,"['Pre-release discussion with internal subject matter experts', 'Produce the supporting internal documents', 'Approve statistical content for release', 'Collate supporting information', 'Determine the level of release', 'Complete consistency checks']",Other
c5e2157aa61543d09b8d6494a64c5f22,Payment process,"['Complete automated three way match hour', 'Confirm vendor bank information', 'Pay amount on invoice hour', 'Pay fine and invoice amount hour', 'Send notice and bank transfer hour']",Other
2d500b85341b43df836d33b7ef1c92aa,Unihall BPM (Copy),"['1.0 Admission Process', '2.0 Offer & Acceptance Process']",Higher education and research
2d587d10e13548febfb86dbf5c0e6ecf,Transfer subscription,"['Call Villo call center', 'Activate subscription on MOBIB']",Telecommunications
2d5c63a214874c3eb3f07c1be9abbddf,Final review practice,"['deliver', 'receive products', 'chose vendor', 'complete pr', 'fax vendor', 'enter pr info', 'forward pr']",Other
2d5ce7b7fcb14dcaa45aeb7a9809cf4f,Figure3.5_Jane Doe,"['Proceed to security check', 'Pass security screening', 'Proceed to departure level', 'Pass luggage Screening']",Travel and transportation
2d62a58321ca42a4b76ba9db1880176e,Pharmacy Fulfillment Process_To-Be,"['production and quality assurance', 'pick up', 'prescription preprocessing']",Life sciences and healthcare
2d715624919349eaa51b23c6e2bf85e7,4. changes after 2 years (Copy) (Copy),"['Overview ordered products', 'Send new products', 'Change the status of products', 'Archive changes']",Other
2d732586fa034e12a8dfcdc526314e17,replenishment process,"['load parcels to load to loading dock', 'transport parcels to warehouse', 'Labeling parcels', 'move parcels to bay', 'Load parcels on truck']",Logistics/Wholesale distribution
2d74599b62814efc92f40c213dec9b62,exercise-1,"['Check prescription', 'Register prescription', 'Check drugs', 'Put Prescription into Labeled Box', 'Collect payment', 'Collect and pack drugs', 'Collect Prescription and Pick-up time']",Life sciences and healthcare
2d79095268fc4e539d00d0921b91e2c8,Holiday Request,"['Check and work on Request', 'Repply tp Verification', 'Update Calender', 'Request Holiday', 'Receiving Conformation and Update HR']",Other
2d7c28cbb92945429c6669ba5128cdd3,Subprocess_04_Complete Inspection at Base 3(ASIS),"['Provide failure reason', 'Sign Base inspection', 'Check both breaks', 'Drive vehicle out of base', 'Record Base results']",Automotive
2d7c82175b174ee1b93440af5484282d,go to conference,"['pay fee', 'book travel and accommodation', 'get agreement', 'present', 'ask promoter for agreement to go to conference']",Professional services
2d7ddef94cb74292b3e3f51743a56c1f,Parallel AND Gateways,"['Retrieve order', 'Send Invoice', 'Ship goods', 'Update Inventory']",Retail
2d7df6e6a84e4f3dabb308b92edcb5c1,Arrange delivery,"['post schedule', 'assign workers', 'print schedule']",Travel and transportation
2d7e5d76f6e640ae83a230220ab917a5,Enable CNAM on Group,"['Prompt Results to user', 'Modify User Calling Name Retrieval', 'Log Response', 'Get list of all users in group']",Telecommunications
2d82a9893ada4c37980f0a3bd537250c,Jane Doe Muzammil_12345678_4.25,"['Register Claim', 'Subprocess']",Insurance
2d833282a690409c9aae6de998805880,Ridership & Satisfaction - Comments fixed route & comments,"['Read in Data', 'Process Measures: Year Month Week Day of week Division Route Operator Comment type', 'Calc Service Type for Fixed routes Star, others', 'Generate Comments model']",Other
2d85d2a8dd544a848ebb9852f14fd9c8,FAST CONNECTION-GESTIONE ABBONAMENTI,"['AGGIORNAMENTO DATI RELATIVI ALLE MODIFICHE RICHIESTE DAL CLIENTE', 'INTEGRAZIONE PRECEDENTE CONTRATTO', 'IL CLIENTE SI PRESENTA AL CASELLO FORNISCE SUOI DATI', 'CONSEGNA APPARECCHIO TELEPASS', 'AGGIORNAMENTO DATI FINALE', 'RICEZIONE CONTRATTO', 'FIRMA DEL CLIENTE NUOVO CONTRATTO', 'INDICAZIONE CLASSE DI APPARTENZENZA']",Telecommunications
2d8677068f8145de9df69fcade0612e3,Check quote amount and validity,"['complete check', 'Contacts quote provider', 'Check quote amount', 'check quote amount and validity']",Professional services
2d878a645b6f40a791be3b094f66a950,Improve the weak Tools and added the needed Tools (Copy),"['Define How, When and Where will be this Tool used', 'IT- based Tool', 'Non IT-based Tool', 'Define this Tool', 'Define the type of this Tool']",Other
2d8d7428948548968ae18a96be1adb2c,W6G2.P1,"['Backup server data to external HDD', 'Store backup HDD in safe']",Other
2d956e11668241f8b7fd25b54829e1da,Exercise2_ 12345678_Jane Doe,"['STATEMENT RECORDED AND RECEIVED', 'Lodging of statement', 'LODGE THE INSURANCE CLAIM']",Insurance
2d9d8f82b53542deb107abe7e52d56e4,Manufacturing Sub-Process,"['inspect the tire visually', 'send the rolls to the confection process', 'Subprocess (assembling process)', 'store the roll', 'weigh the raw material', 'place the tire in the Mold', 'unmold the tire', 'Subprocess (roll producing)']",Automotive
2da9779f85804a66bcf16e857c28f310,Prepare studio,"['Set props', 'Set cameras', 'Check equipment', 'Set lighting']","Media, sports, and entertainment"
2daa2c0734d04e34a06dcbbeca409a99,Figure 3.16,"['Archive Order', 'Emit Invoice', 'Receive Payment', 'Retrieve product from warehouse', 'ship product', 'Check stock availability', 'Confirm Order', 'get shipping address']",Retail
2dac800531fe4e96887ec6871dd4e48d,Engineering & Prototyping,"['Order Required Parts and Materials', 'QDR', 'Make MT Shop', 'Perform Testing and Quality checks', 'Make Final product', 'Create Unit drawing/TP Doc.', 'GDR']",Industrial manufacturing
2dadc802580b4e36ba0748ca1d4b35bf,Receive drop-off,"['schedule pick-up time', 'fill the prescription immediately', 'sort the prescription according to time', 'ask the time for pick-up']",Life sciences and healthcare
2dade84b96c64f7888bf6fce1c89d5f0,Order to sales process for ZakiMall,"['Recieves Payment and enters the order', 'Sends the order to client for processing', 'Selects his/her desired items', 'Places order for the items', 'Scrolls through Zaki Malls catalogue', 'Makes Payment for the items', 'Client recieves order', 'Client sends order to customer']",Retail
2daeb87a08ae4991a7a8eeb005f41af4,Prefitting the Components,"['Send the Kit Back to the Supervisor', 'Prefitting by Worker', 'Find the Available Workers']",Industrial manufacturing
2db07b8f16b0443cac0f6563381f047c,first line,"['Transport FL product', 'Add FL product']",Other
2db119c2948e4c5e82c1893ea67ab3bd,12345678,"['Proceed with Urgent Invoices', 'Proceed with Regular Invoices']",Other
2db1b7c9d067441aa930b2f9b4d3a935,Create Budget???,"['Creates Budget Plan Structure', 'Creates Budget Planning Scenario', 'Creates Budget Version', 'Creates Budget Plan']",Other
2db268707cc34674871d7f96e8cbad48,Checkout Jane Doe jane.doe@dummy.com,"['Bag Items', 'Process Credit Card', 'scan Items and Identify Payment Method', 'Accept Cash']",Retail
2db694f44a5f42e8b9bd6a316335055b,Dispense prescribed drug,"['Count prescribed drug', 'Verify prescribed drug']",Life sciences and healthcare
2db9baa481d343439e52013220390dbd,First Example,"['Create Purchase Requistion', 'Receive Goods', 'Read E- Mail', 'Create Purchase Order', 'Approve Purchase Requistion']",Other
2db9cfd1d15441fc870e2a1c6b0af2df,New Process,"['Respond to RFP', 'Choose Lawyer', 'Review Quotes', 'Log into Lexoo', 'Fill up the Needs Form', 'Create the RFP', 'Notify Lawyer', 'Review the completed Needs Form', 'Collect Quotes']",Professional services
2dc2f1ffba1b436ba18e677e1ccc8dbc,Overall Maveric  Main Process 266,"['Get Live Traffic Data', 'Get Traffic Rules']",Travel and transportation
2dc7a9abc20b4653b6df58ad4bcf9b58,Order-to-Cash Process (Tactical Level),"['Receive Payment', 'Send Surprise Package', 'Verify Order Information', 'Verify Customer ID', 'Book Holiday', 'Pick Random Destination Out of Possibilities']",Retail
2dca31146f814f939f305bbf56999733,Change status to 'Follow up required',"['Save status', 'Send mail to employee', 'Change status to Follow up required']",Other
2dcbd2a7c85942f9b798e14673c94ff1,CH3-With-Subprocesses-TR,"['Document results in complaint file', 'Perform task corrections']",Other
2dd2a0cc9ade42dab21a680dcc10231c,3.5.1 Manage leads/opportunities,"['Manage customer sales calls', 'Match opportunities to business strategy', 'Manage opportunity pipeline', 'Validate and qualify leads/opportunities', 'Identify potential customers', 'Develop opportunity win plans', 'Determine sales resource allocation', 'Identify/receive leads/opportunities']",Retail
2dd399b11b1e4b1e9055e8023c3645e1,Voting,"['Idea vote score', 'Users chooses any display Idea', 'USER VOTES', 'Hot Ideas', 'Latest Ideas', 'Top Ideas', 'Enter NEW Idea', 'Completed Ideas', 'Planned Ideas', 'Landing Page KB', 'Idea is displayed with option to VOTE FOR', 'Search Ideas']",Other
2dd5cc2f37ef4f5d80fad6c58f5ec91a,Finish the journey,"['Receive payment', 'Display driver/passenger scoring system', 'Display tips for driver', 'Display bill information', 'Receive Score']",Travel and transportation
2dd7847d3669499c9cf5b0b34ef5ca75,5_Remove product (AS-IS),"['Notify relevant customer', 'Receive last weaving date', 'Set product as obsolete', 'Communicate last weaving date', 'Set last order date', 'Handle order']",Consumer products
2dda35ba14204545a58451e608235aca,FOA 2,"['Assign tutorial hours', 'Plan for workload', 'Assign lecture hours', 'Assign lab practical hours', 'Publish lecturer workload', 'Submit planned workload to the head of DIS for approval']",Higher education and research
2dda691619a3475d9c1c0808d5e993ce,Create invoice subprocess,"['Check booking details and possible additional fees', 'Send invoice to customer', 'Create invoice']",Other
2dda76b174b14f43b4248efeb301abdd,S/4 Jane Doe Mainteance(BH2),"['Report malfunction', 'Repair malfunction', 'Post goods Issue', 'Complete malfunction report']",Other
