model_id,model_name,unique_activities,category
2b75dec0df904f7198a14aa206d911ac,Prepare a car to take a product from farm (Copy),"['Calculate shipping cost', 'Check how much product that customer order', 'Send truck', 'Prepare car to take product from farm', 'Send normal car']",Deliver Physical Products
2b7a2c01f4c044a7acd0e0f435f9573c,ISYS12345678 S2-2020 A1 - 12345678-2,"['Cement sole. pull last', 'Toe and Heel seat lasts', 'Inspect and pack', 'staple insoles', 'Rough sole, pound']",Deliver Physical Products
2b7ac39c49bd4a5186b6cbd6418dcfea,Selection-to-Specialization,"['Rank students by grade', 'Apply distribution algorithm', 'Ask universities for available places', 'Ask students for preferences']",Develop and Manage Human Capital
2b7cae61f797485cbe864fba306b5f2b,29.Vendor Implement SFP - TO-BE (Copy),"['Source SFP', 'Allocate available wavelength', 'Create a change request to install SFP', 'Notify vendor of SFP arrival', 'Notify vendor of wavelength']","Acquire, Construct, and Manage Assets"
2b7d9380ed7a4c67ab745e3748d62769,Level 2 - Manufacture,"['Source Materials', 'Finalise Work Summary', 'Make Product', 'Quality Assurance', 'Obtain Regulatory Approval', 'Produce Work Orders']",Deliver Physical Products
2b7ef95bd4db4ccc8410a7d6fe75d506,New Process,"['Claim Assessment', 'Claim Entry and Verification', 'Renewal', 'Notification & Payment']","Manage Enterprise Risk, Compliance, Remediation, and Resiliency"
2b8394403cda473d8e63691ea20bd42a,12345678,"['check credit', 'Receive order', 'Prepare and ship']",Deliver Physical Products
2b844142f39c4c68883489ef18300dcd,Enterprise analysis task 1 BPM,"['Send notifications to candidates', 'Select candidates', 'Classify the candidates', 'Read and assign score to motivation letters', 'Convert GPA to standard GPA score', 'Discard incomplete applications']",Develop and Manage Human Capital
2b851ce9b3bc4404b23c9990130b0c67,Figure 3.16,"['Confirm order', 'Ship product', 'Receive Payment', 'Get shipping address', 'Emit Invoice', 'Check stock availability', 'Retrieve product from warehouse', 'Archive order']",Deliver Physical Products
2b866a3ca3bd4212acdb582dafc5214e,Exercise 3.1,"['Verify Repayment agreement', 'Cancel Application', 'Approve Application', 'Receive Signed documents', 'Prepare Acceptance pack', 'Send Acceptance pack', 'Notify Application status']",Manage Customer Service
2b882c7cc991467fb54f90ae9600cb1f,W1-P3(ANDGATE)V3,"['Pass Luggage Screening', 'Proceed To Departure Hall', 'Pass Security Screening', 'Proceed To Security Check']",Other
2b8943fa233749e3bba805adc0f773f9,W6-P2[TIMEREVENTS2],"['CHOOSE DESTINATION', 'BOOK TRIP', 'PACK SUITCASES']",Other
2b894a197f4b4ff285fc4f37e529ed68,Checkout Jane Doe jane.doe@dummy.com,"['Scan Items and Identify Payment Method', 'Bag Items', 'Process Credit Card', 'Accept Cash']",Deliver Physical Products
2b89e34e25c848f58a8a4859864eb2b4,LeM Exercise 4.4,"['Obtain statement from witness', 'File insurance claim', 'Identify witnesses']",Other
2b9d4b018f7445c180b846c0401d4f01,Exercise - 2,"['Obtain Statement from witnesses', 'lodge the insurance claim', 'Check witnesses']",Manage External Relationships
2b9e3b856e7e474c89ae9fa5c55d2d7b,New Process,"['Check if product in stock', 'Get shipment address', 'Confirm the order', 'Retrieve product from warehouse', 'Ship the product', 'Receive payment', 'Produce invoice']",Deliver Physical Products
2b9f15d11bd24d18ae2b5c7375ff89ae,12345678_rev2,"['Date of arrival entered', 'Entry form stapled', 'Vendor name entered', 'Client name entered', 'Invoices sorted']",Other
2b9f99eff40b46e599edc58465b3f601,5.2 Offer location for lease,"['Advertise property', 'Select successful applicant', 'Notify unsuccessful applicants', 'Review expressions of interest', 'Assess location against applicants']",Manage External Relationships
2ba02524245c460f8cc68822c6b3982e,UE_02_Contract Drafting,"['Merge reviews', 'Perform final review', 'Perform technical review', 'Create first contract draft', 'Review the contract draft']",Manage External Relationships
2ba3105f429c484193f2f251119ccee4,Online order fulfillment process Diagram 1.1,"['Product is packed', 'Staff checks if package is normal or fast post', 'Bubble wrap is not needed for the package', 'Post Label And courier paper work is combined with package good', 'Bubble wrap is needed for package', 'Package is passed to the warehouse department', 'Staff fill in post label', 'Courier prepares paper work', 'Order is confirmed by email', 'Quote is given by contracted courier', 'Product is shipped']",Deliver Physical Products
2ba34db97a65479584347a2cca6883cb,Inform vaccinee to leave,"['Advise vaccinee to leave', 'Destroy paper forms', 'Advise to monitor government announcements']",Other
2ba60135fa0d4012a8a34c81e3ab9053,8. Evaluate,"['Conduct evaluation', 'Agree an action plan', 'Gather evaluation inputs']",Other
2ba817cf95d44f5cbe932c6b4dce2c25,Register for the patient,"['Choose casual prescriber', 'Select add new patient In the pop up window)', 'Enter the name of patient Patient Name or Repeat No)', 'Add new patient details (including name, birthday, address, and the details on the medical card)', 'Select enter casual doctor In the pop up window)', 'Enter casual doctor name, prescriber number, and type (in the pop-up window)']",Manage Customer Service
2baac98c82cd4ee3ac495800ca925724,"WEEK6G4,P1(TIMER) (V2)","['CHOOSE DESTIANTION', 'BOOK TRIP', 'PACK SUIT CASES']",Other
2bb012ee57a648339e1ea30ab63ac2d8,Sub-process - Inspect vehicle base 4 REDESIGN,"['Lower vehicle', 'Update inspection form', 'Drive vehicle to base', 'Inspect undercarriage', 'Hoist vehicle', 'Inspect brakes']",Other
2bb09127ad204240a1a58d1f8467066c,AgentStaffSendToProofreading,"['Get Selection', 'List Finished Translations', 'List Available Translators', 'Send Proofreading Request to Translator']",Develop and Manage Products and Services
2bb290be9cb149c88ea4bb8336872e13,W4-P2(START-TIMER EVENT) (VACATION),"['PACK LUGGAGE', 'BOOK AIR TICKET', 'CHOOSE DESTINATION']",Other
2bb6a5e214a44e969d8a14802f95f1fa,ISYS12345678 S2-2020 A1 - 12345678-2,"['cut component for shoe leather', 'set up machine']",Deliver Physical Products
2bb98e69e0cc4c4eb547f92870407c48,L1 Order handling,"['Put order in system', 'Schedule transportation', 'Change production planning', 'Send invoice', 'make an invoice']",Deliver Physical Products
2bc082b44f76474fb2eb38af8c3061a8,Fulfill order,"['Pick materials', 'Ship materials', 'Arrange transportation']",Deliver Physical Products
2bc28b4be3944456a46b356a576829ff,Deliver the order,"['Check customer address', 'Notify warehouse of date and time of pickup', 'Contact Thailand Post', 'Contact LINEMAN', 'Notify customer of delivery confirmation', 'Record completed delivery in CRM', 'Assign follow up to check customer satisfaction', 'Send package']",Deliver Physical Products
2bc556077a0d41f886cd3e4935676247,Calculate profit,"['Begin process', 'Approved', 'Calculate profit', 'Increase chart from Allganic']",Manage Financial Resources
2bc75b29bade4be6b2a0b576ee7bd100,W2-P1D(INCLUSIVE GATEWAY) (Copy) (Copy),"['Assign tutorial hours', 'Publish workload', 'Assign workload to teacher', 'Assign lecture hours', 'Assign practical hours']",Develop and Manage Human Capital
2bd9dd175ed34c34a1b50b3ce9be483a,Process Identificaiton,"['Incorporate Process Architecture into process perspective of Balanced Scorecard/ Enterprise Architecture', 'Define Process Architecture', 'Develop Balanced Scorecard/ Enterprise Architecture without process perspective']",Develop and Manage Business Capabilities
2be7da0af76e41a799d7672aed281905,Perform Base 2 inspection and test,"['Subprocess (Perform outside check)', 'Assess check results', 'Measure vehicles emissions', 'Subprocess (Perform inside check)', 'Examine Inspection form']",Other
2be944c400e44876b54acffd854c85b9,Retrieve information from customer,"['Retrieve email from customer', 'Collect information on paper', 'Send email to customer']",Manage Customer Service
2beecaadeba249e9aa2aefa957e30cdd,12345678_rev17,"['Subprocess (Manage Issues)', 'Subprocess (Publish Results)', 'Subprocess (Manage Members)', 'Close Procedures', 'Subprocess (Prepare Results)', 'Subprocess (Manage Decision Procedures)', 'Kick off']",Other
2bf412917a00424983634e1bfaf120ef,Check Type 2,"['Check Symptoms on Campus', 'Check Hour Prior Symptoms', 'Check Hour Activity', 'Review Type']",Other
2c03bcdbb2264f748a8e1129b98ed5c4,Netflix 12345678,"['created an account', 'pay the suscribe', 'suscribe', 'see the movie']",Deliver Services
2c07f3ff4ccd436eaf2dbcf9a4a477dd,Processing orders,"['Collect al orders from marketplace', 'Subprocess (Process order)']",Deliver Physical Products
2c08b0c59b8843ccb3bd6a66f15e2d91,12345678_12345678_12345678_ValueChain,"['Production and Delivery', 'Drop off']",Deliver Physical Products
2c0b2627e80546c69a5fd0dd5b084693,Inspection Process - Level 2,"['Record results', 'Inspect vehicle', 'Check-in customer']",Deliver Services
2c0d5f9e349d4f6082a4691e54b5e9da,New Process,"['Documents received from client', 'Sales Connect Pack']",Manage External Relationships
2c0d6a694e3c4d43b603d1ca3b9357f4,1-InsureITClaimsHandling (to be),"['Claim Entry, verification and reports assembly', 'Assess claim', 'Notification & Payment']",Manage Customer Service
2c0e053ad72a4755b5eb43dfb0922335,1.2b Create Loan Application,"['Create Loan application documents', 'Create Preliminary Customer File', 'Validate Loan Request']",Manage External Relationships
2c124f7d2c96498889111ea9b9c0d0f5,Figure3.4_Jane Doe,"['Post Invoice', 'Block Invoice', 'Check Invoice for Mismatches', 'Park Invoice', 'Resend Invoice to Customer']",Manage Financial Resources
2c1776b18bc94c7a8cc9c8572b29171b,Normative_SendProd_before_Notify_Feedback_SkipApprove_noParallel,"['Receive Feedback', 'Check Order', 'Receive Order', 'Release Invoice', 'Receive Payment']",Manage Customer Service
2c1852764ec84f84b0f3ce2e0ad4c095,4a,"['seat mechanic cuts the cushion, glues it on performed piece of sheet metal and wraps it with leather', 'finish assembly', 'parts are welded together', 'engine mechanic inserts outlets and cylinders', 'metal bars are Jane Doe', 'develop front fenders', 'fabricate upper and lower part of the engine block', 'weld bars together to produce frame', 'develop back fenders']",Deliver Physical Products
2c19d5e370b94ff89ef7e9f2756a142d,CWU BOOKSTORE,"['BAG TEXTBOOKS', 'REQUEST PAYMENT', 'SCAN TEXTBOOKS', 'PROCESS CREDIT CARD', 'CHARGE STUDENT ACCOUNTS', 'ACCEPT CASH', 'SCAN STUDENT ID']",Deliver Physical Products
2c1a4abf8d7440c5b6dc7852d29e828d,IAB203_TUT5_ACT1-5,"['Notify customer', 'Grant visa']",Other
2c1ed05d53574342b00619ba7385ec30,BPMN part 2,"['take imposed rating', 'determination of category', 'imposed rating is AAA', 'imposed rating is trusted rating', 'take failsafe rating']","Manage Enterprise Risk, Compliance, Remediation, and Resiliency"
2c212b1e44c64c93b5f39171e620800f,Week 6 e5,"['Subprocess (classified the claim)', 'registered claim']",Manage Customer Service
2c2241342dbb45638734a3867437b587,070-A 1,"['Put ordered products in cooling box', 'Pick ordered products', 'Walk to the shelves and freezers']",Deliver Physical Products
2c22b697b6bd4045a4b7a8a883138f69,bis. anlaysis BPMN model versie 3 (2) 4,"['add copies of certified degree and academic transcript', 'download PDF', 'singn PDF']",Other
2c24ca5a84af4f52b6a6e9a91b4f9cae,Tutorial 2 - Exercise 2,"['Assess risk level', 'Carry out simple risk assessment', 'Carry out advanced risk assessment', 'Notify customer of result', 'Organise disbursement of funds']","Manage Enterprise Risk, Compliance, Remediation, and Resiliency"
2c2540b964aa431586804473151a684f,Figure3.5_Jane Doe,"['Pass luggage screening', 'proceed to security check', 'Proceed to departure level', 'pass security screening']",Other
2c2f5121aeb94724a5944eaa5e58d863,Starmall,"['CSO gathers requirement', 'OD dispatch']",Other
2c3227f147be46ee8bb01abb0a0a64da,4c. Loan Settlement: Finalise loan settlement (Copy),"['Post settlement letter CT = 16 hours TCT = 4 hours', 'Send settlement notice to Lender CT hr TCT', 'Receive settlement letter CT hr TCT', 'Prepare customer letter CT hr TCT hrs', 'Process finalised documents CT hours TCT hours', 'Complete post settlement activities CT hours TCT hrs', 'Create loan account CT hrs TCT hr', 'Complete post-settlement checks CT hours TCT hours']",Deliver Services
2c3358d579e045029866168ca5f6011e,Inform vaccinee to leave,"['Destroy paper forms', 'Advise vaccine to leave', 'Monitor government announcements']",Other
2c367f0ccd8c49359d7a5b5fd2eed98a,Exam,"['Subprocess (Admissions Process)', 'Enrol Student', 'Prepare application']",Develop and Manage Human Capital
2c3d20918c394ad4804046439989dc7e,Long-term Disability Benefit,"['Require New Medical Report', 'Perform Benefit Assessment']",Develop and Manage Human Capital
2c3de3b942244b5d97f550edaa9e4f1e,Customer registration,"['insert customers data', 'record Face-ID/ Touch-ID and determine code', 'Accept general terms and conditions', 'connect the app with calendar']",Manage Customer Service
2c40b36230404b0a9c71493cfaa07ec2,To_Be_Model_Sub_Process,"['Upload/ Download Speed Check', 'Post Check', 'Pre- Check', 'Alarm Check', 'Traffic Check', 'Benchmark Test']",Manage Information Technology
2c45976c70564dbcb0930e981f22d3fa,Elshad-Sign-ERP_A3_Q1,"['Product is available. Terms and conditions are attached. Mail to customer', 'Terms and conditions', 'Is product available?', 'Query entered in system by clerk', 'Product is unavailable. Mail to customer']",Manage Customer Service
2c50c22fd8614857be572c2e18bb0356,ARNS-3,"['Invoice registered as To do', 'Record lines selected', 'Click on button ""send to invoice""', 'Select lines corresponding to the framework']",Manage Financial Resources
2c538cbb9f2d476e9e330ed498336472,BPMN Model Submissions Quiz 1_Jane Doe,"['Assessment is completed', 'Risk is assessed', 'Customer is notified with result', 'Simple risk assessment is conducted', 'Disbursement is organized', 'Advanced risk assessment is conducted']","Manage Enterprise Risk, Compliance, Remediation, and Resiliency"
2c585f3e9c774519a257130d904a2862,12345678,"['proceed to payment page', 'Subprocess (Fill passenger Info)']",Deliver Services
2c5d5250a477489e85c6ae01c694dccf,Research customer experience (lv2),"['Launch promotion', 'Trend analysis', 'Record customer behavior']",Market and Sell Products and Services
2c6143e599de48f8a60d1398f8f1d618,Enter and check,"['Proceed process', 'Pharmacist checks prescription', 'Prescription approved', 'Call doctor', 'Details of prescription entered', 'Continue process', 'No alarms', 'Prescriptions due within hour', 'Alarms raised', 'DUR system check']",Other
2c63fc785dbb42b8bb43a04e8660a08e,Send out Campaign Offers,"['Send Campaign Emails', 'Populate Customer Segments', 'Retrieve Campaigns', 'Retrieve Customers']",Market and Sell Products and Services
2c65819b0bbe4c57b3f55b300f1b4ec4,New Process,"['central registration office (CRO)', 'Check-indesk']",Other
2c676dd86add45cca17035b3b85a82c3,Aism provinciale,"['Post virtual ads material on social networks', 'Send flyers to Clinic center/hospitals', 'Alert their subscribers']",Market and Sell Products and Services
2c67c0ff30b84e2abed31f84b15b9f03,3 - Process Advance Request (Template),"['Deduct amount from nominated faculty budget', 'Subprocess (Resolve POTA Issues)', 'submit POTA for approval', 'Transfer amount to nominated employee account', 'Check POTA form to approve', 'Authorise advanced payment', 'sign to approve', 'Fill in POTA form', 'Attach approved itinerary']",Manage Financial Resources
2c68d8b39b90467595ce6f67a34dea68,Pay,"['Confirm Payment', 'Pay by Bank Transfer', 'Pay by Paypol', 'Upload Back Transfer Bill As An Evidence', 'Click Choose Payment Method']",Manage Financial Resources
2c6b548da31047c2a29bef52bf06a7ff,student (Copy),"['Enter to student section', 'click on map', 'send map characteristics', 'Track The bus', 'The map appear', 'Receive notification', 'arrive to the main location', 'Welcome']",Other
2c6bbb97e23246c0b945ca37e5f8ca7d,Patient has dies,"['Change Patient State to dead', 'Patient leaves', 'Patient has died']",Other
2c6c33d414dd455cbbae0256176bdc1f,Loan Process,"['Customize Standard Loan', 'Fill Request Form', 'Finalize Proposal', 'Check Liability', 'Calculate Interest Rate']",Manage Financial Resources
2c72b6404e27478fa9f1cf8d664a7d7e,Pick-Up,"['Verify customer identities', 'Seal script in bag', 'Store bags in pick-up area', 'Search for right prescription', 'Took required payments']",Deliver Services
2c776658116243baac95eaad0461c882,12345678,"['Receive Possible Reservation', 'Send Status to user', 'Process Search', 'Send Searched Reservation', 'Get Search', 'Redirect to client site']",Manage Customer Service
2c7a1f1881b44c298c7001508dc3afe5,Create Prototype_V5.0,"['assemble prototype', 'check plan', 'put material together', 'set up equipment', 'validate prototype', 'make adjustments', 'review prototype']",Develop and Manage Products and Services
2c7c729936714482abb53a320561bf31,W1-P3(AND-GATEWAY) VER3,"['proceed to departure level', 'proceed to security check', 'pass luggage screening', 'pass security screening']",Other
2c7fb4ddb20745a2aef97610725ab6f9,W1-(SELECTIVE)(EXAMPLE),"['DRIVE TO SCHOOL', 'GO STRAIGHT TO CIS ROOM', 'READY TO SCHOOL', 'CYCLE TO SCHOOL']",Other
2c817a6a09414d99afe9f5babd1b3286,09 IBM Credit Corporation V1 (Kopie),"['compile quote', 'check creditworthiness', 'modify the standard loan covenant', 'determine interest rate', 'log call']",Manage Financial Resources
2c85ec44c5754680b6c7014070067463,New Process,"['fill out form', 'Check the sheet']",Other
2c860c57c554430bac524d4dd4d16d8f,12345678,"['Check Existence of Product Rule', 'Check Compliance of Production Line to Product Rule']","Manage Enterprise Risk, Compliance, Remediation, and Resiliency"
2c86742adcff47e1b7ffa47e1d68cb0b,Payment of Services,"['Send fee invoice', 'Check if position Level', 'Receive copy of signed contract', 'Create invoice for fee', 'Receive payment', 'Create invoice for balance of fee', 'Receive request to charge fee', 'Send request to charge fee']",Manage Financial Resources
2c9702b0c0574aada904b1ecfeb624af,ISYS12345678 S2-2020-A1-Yukang Jane Doe-12345678,"['Deliver to Lasting Department', 'Stitching process', 'Lasting process', 'Put the shoe uppers into oven for hours', 'Cutting process', 'Kitting process']",Deliver Physical Products
2c9a55974c6e4613ba563f38a320b6a0,enter order specific data,"['Insert quantity', 'Insert either delivery note, date or order number', 'choose inventory (default Lager)', 'insert either serial number, batch number or without anything', 'tick quantity check symbol', 'click Übergabe Wareneingang']",Deliver Physical Products
2c9b8daffddd42fc90057f41f7981778,Enter customer details and assign photographer,"['Assign photographer', 'Enter data']",Other
2c9e6415eda1418e956f7cfa1bd8bd08,Drejdink_assignment_BPMN,"['Chop ingredients', 'Cook the pasta sauce', 'Make the salad', 'Cook the noodels', 'Complete the meal', 'Prepare the pasta sauce', 'Chop onions']",Other
2ca464350a5f46e89157868d98f1e1e4,Purchasing_SubProcess_IdealModel,"['Create Purchase Requisition', 'Analyze Purchase Requisition', 'Release Suppliers Invoice', 'Send invoice', 'Release Purchase Order', 'Handle Quotation comparison and Create Order', 'Create Request for Quotation Requester Manager', 'Analyze Request for Quotation', 'Handle Payment', 'Create Request for Quotation Requester', 'Approve Purchase Order for payment']",Manage Financial Resources
2cab119f275e422ba71227d172c5211a,W1-P2(XOR)VER4,"['BUY OTHERS MOVIE TICKET', 'WATCH MOVIE', 'BUY', 'BUY MOVIE TICKET']",Other
2cabfa5b18dc4da09eb759453b0bf503,BPM_3.14_12345678_Jane Doe Putra Hehanusa,"['Receive new credit card', 'Organizing disbursement', 'Assess the risk', 'Complete the assessment', 'Notify the customer', 'Carry out simple risk assessment', 'Carry out advanced risk assessment']","Manage Enterprise Risk, Compliance, Remediation, and Resiliency"
2cb36bc6696848f99d6bb8a714babf1f,Administer vaccine,"['Cover syringe', 'Return to vaccinee', 'Extract recommended dose into syringe', 'Take vaccine supply from storage', 'Sign patients vaccine receipt card', 'Offer lollipop', 'Administer correct vaccine']",Deliver Services
2cb4532e433c4416a9bbd0954cb7ce05,Creation of picking lists for B-vehicles (7b),"['Create picking lists for B-vehicle', 'export parts list']",Deliver Physical Products
2cba3dba144444fe9183714111c535f9,TestEnergySaving,"['Turn off device', 'Adjust the HVAC system', 'Energy Saving Task Manager', 'Detect Energy Saving Opportunity', 'Logging Task achievements']",Other
2cd93ff6905141d2b4206340cc2c6a07,New Process,"['VENDER TC', 'REALIZAR CREDITICIO', 'EMBOZAAR TC', 'ENTREGAR', 'ACTIVAR']",Other
2cdd040c23a34f969bf5a8f57cbdd43d,5.4 Modify a vApp,"['Share the App', 'Modify App name and description', 'Notify the requestor', 'Reset App leases', 'Lodge and allocate request', 'Select the App', 'Select the Data Centre']",Manage Information Technology
2ce281627cc34874a48167c4519c506c,Assess Application,"['Asess Risk', 'Check Credit history', 'Assess Eliibility', 'Appriase Property']","Manage Enterprise Risk, Compliance, Remediation, and Resiliency"
2ce2acfdea0f4caabb4f8af8a18452a6,Salesforce2,"['Filter report time frame', 'Select desired report fields', 'Generate Report']",Manage Information Technology
2ce5e3fa18484f4bbfdae7864b03319f,"W3,P3","['SHIP GOODS', 'CONTACT CONTAINER PORT', 'CONTACT AIRLINES', 'PREPARE DELIVERY NOTE']",Deliver Physical Products
2ce6de92ce7a4c5f94f44968396bd860,6.3,"['Subprocess (write master thesis)', 'finalise thesis']",Other
2ce740abe1c940faa9a268f670084304,Weight measure,"['Check for weight loss', 'Record initial weight', 'Record weight range', 'Measure weight', 'Take monthly weight measure']",Other
2ce8df0258c344699adca3686bd24415,Example_3.3,"['Proceed toward departure area', 'Conduct personal screening', 'Proceed to Security Check', 'Conduct luggage screening']",Other
2cec0d2b98e4405f9686c4bafb23722b,Assessment Process,"['Send finalised ranked list of applicants including failed applications', 'Review ranking', 'Mark application', 'Create preliminary ranking', 'Assess application']",Develop and Manage Human Capital
2cefa3cb9f114f35bf1bc87e7cabdf32,16.3 Manage IP Pools,"['Delete the IP Pool', 'Create new IP pool', 'Lodge and allocate request', 'Enable/disable the IP Pool', 'Change the order of the IP Pool', 'Add the IP ranges', 'Add default gateway', 'Select the IP Pool', 'Notify Requestor', 'Select the NSX Edge', 'Add Primary and secondary DNS', 'Make changes to the IP Pool', 'Add Name']",Manage Information Technology
2cf50142fea943b791a20ee57b9a03b8,KWD- subprocess Determine project suitability,"['Determine project needs', 'Determine fit of project needs to own capabilities']",Develop and Manage Business Capabilities
2cf53f399c0d484ba3041bec0a00b5f8,Ask customer for more proof,"['Ask customer for pay stub', 'Ask customer for letter from employer', 'Receive letter from employer', 'Receive pay stub']",Manage External Relationships
2cf6fe2a7ecb4dd9ab8157b21d419a04,rating,"['store rating information', 'receive rating from passenger', 'receive rating from driver']",Manage Customer Service
2cf8053daea344fe96e6f7f959646293,12345678,"['Organise Interview Schedule', 'Forward Referee Reports', 'Validate Referee Reports']",Develop and Manage Human Capital
2cfc544436b842e99fe0d0a954001624,SLR,"['Filter for journals', 'Run forward-and backward search', 'Remove duplicates manually', 'Search in research databases', 'Select relevant studies on title and abstract', 'Select relevant studies based on full-text', 'Remove duplicates with Citavi']",Other
2cfc65000aa947ef8c5d3cbf24317795,3. Launch and External Communication,"['Edit all things in the process and other material Standard letters, contact formula, webside (erst.dk/virk.dk) mv.)', 'Clarify when changes will take effect', 'How should the project results be launched?', ""Clarify how the project's delivery is launched"", 'Determine information needs (websides, virks virksomhedskalender etc.)']",Manage External Relationships
2d058bf5ec284a5abb5f938ecfa9d021,Shipping sub process,"['Attach shipping label', 'Remove the pedals, wheels, and handlebar from the bike', 'Place bike in shipping crate', 'Cover the frame of the bike in bubble wrap', 'Seal the bikes shipping container']",Deliver Physical Products
2d0a02290f3f4df5a3904f7be35691d3,Prepare data,"['Get latest ID to add new entity', 'Fetch foreign keys for related entities', 'Transform data model to fit keys', 'Insert new ID into data']",Manage Information Technology
2d0db3ab78a046b9a562cff65c4263a8,As iS .bpmn,"['Credit Worthiness', 'Covenant', 'Finalization', 'Verification Process', 'Pricing']",Manage Financial Resources
2d0e41d5ac6d4e25a643e79847ed0d91,12345678_rev1,"['Subprocess', 'Add all Segment Groups attached to the current Import record to list of unprocessed Segment Groups', 'Update the import record']",Other
2d13e8c31745460ab0a2938eea41db6a,5.3.2 Execute service delivery,"['Make build/buy solution', 'Deploy solution', 'Obtain approval to proceed', 'Identify changes', 'Validate solution', 'Analyze environment and customer needs', 'Define solution']",Deliver Services
2d13ead593d148fcb0cb15c64f42e3a7,14,"['Checking Quality', 'Assembly car', 'Build Car Body', 'Plan Production', 'Calculate Demand of Assemblies and Modules', 'Sequence Order', 'Install all Components']",Deliver Physical Products
2d14308443db4d84bb674e1c9b5b06e6,5.3.1: Sub-process Assess loan application,"['Assess loan request', 'Forward loan application', 'Complete the paperwork']",Manage Financial Resources
2d16043b0bb5462dbd602b8a1e1cb483,Send email to responsible from HR department (Copy),"['Identify the HR advisor/consultant responsible', 'Send message to the responsible HR advisor/consultant', 'Identify person that send the email']",Develop and Manage Human Capital
2d17c9b737534649a5faf0007c43afe8,Sign loan,"['Schedule contract signing', 'Sign loan disbursement', 'Sign contract']",Manage Financial Resources
2d18377b5baf47fd998ee8d3b590ef1b,Delivery,"['Payment Made', 'Generate Order Receipt', 'Order sent to Kitchen', 'Out for Delivery', 'Receive Payment', 'Request for Payment', 'Receives an order', 'Validates the order', 'Order received and Processed by Kitchen', 'Places an order via Phone/ Website/ App']",Deliver Services
2d1b845a49714e5eb1490ca7ebc9f892,risk analysis,"['sort risk into riskcategories', 'define probability for each threat', 'classify risk for each threat', 'analyse potential threat', 'analyse amount of damage for each threat', 'collect information about system', 'accomplish risk analysis report']","Manage Enterprise Risk, Compliance, Remediation, and Resiliency"
2d1f545c4b6a4e7daec772e434088d4c,Assignment 4,"['Reject order', 'Confirm order', 'Retrieve product', 'Ship product', 'Receive payment', 'Register order cancelation', 'Emit invoice', 'Check stock availability', 'Receive cancelation', 'Archive order']",Deliver Physical Products
2d2213f61717449d9ed1ceb93c229c97,Phase.1L2,"['Differentiate sources of loan request', 'Audit customer qualification', 'Identify customer products', 'Differentiation of loan value']",Manage External Relationships
2d23cb2b4fda4150a0eac569ea77b2c8,plan-for-this-iteration,"['Decide where roadmapping can leverage related resources', 'Decide who should be involved with the roadmapping initiative', 'Decide how the roadmapping can be supported', 'Decide what needs to be addressed in this iteration', 'Decide when the roadmapping will be deployed']",Develop Vision and Strategy
2d25882a84f640619347dcc77db3a665,4customer profile,"['identify customer segments', 'create special offers for types of customers']",Market and Sell Products and Services
2d2a280b5d25406985641c5731b92986,Performed successful installation,"['Performs test for emergency phone by installer', 'Allocates storage place for keys by alarm group', 'Enter data about installation']",Deliver Services
2d2c928fc196454c813909fb814138d8,EX. 1 T2,"['Serve', 'Request information about number of guests', 'Prepare Zakouskis', 'Prepare mini-quiches', 'Prepare Vegetables with dip sauce', 'Buy ingredients']",Deliver Services
2d2cea709db848ad80672656f3112a10,Procurement process compharm,"['Pay vendor', 'Send invoice to the accounting department through E-mail', 'Receive invoice from vendor', 'Print the invoice', 'Keep digital version of the invoice', 'Receive digital/ paper invoice', 'Hand paper invoice to accounting department', 'Create purchase order', 'Receive shipment from vendor', 'Create purchase requisition']",Manage Financial Resources
2d336c87b4404687bac04cd97bc106cb,34.1 Create new alert - To-BE (Copy) (Copy),"['Troubleshoot', 'Trap alert', 'Create new alert on device', 'Configure actions', 'Test trap and actions', 'Close request']",Manage Information Technology
2d35dd08dcda4f1d8af07064d0301dc7,New Process,"['Send Invoice', 'Release for Shipping', 'Order Materials Needed', 'Check Credit']",Deliver Physical Products
2d36edf97cb24ccaaa2476d6c7792046,Perform three-way matching,"['Compare purchase order', 'Compare goods receipt', 'Compare invoice']",Manage Financial Resources
2d37cb8bd5f74eb3a41e1ad3b295955f,Pick-up customer,"['Display animation of drivers moment', 'Notify customer', 'Send destination']",Manage Customer Service
2d3bf8c6e1e640229b15b766e72dbabb,Rental Application Asis Process,"['CSO gathers requirement and Fills rental application form', 'OD dispatches Rental Application Form to MO']",Manage External Relationships
fd2d304134564e90988beab196231243,Inspection at Base 4,"['Notify Process end in monitor', 'Complete inspections', 'raised the hoist', 'Subprocess (Base 4 Inspection sub process)', 'walked to the inspection hall']",Other
fd30a1db31cf4c96bff105c09348110c,InMo Sheet 2 Exercise 2,"['Manage repository', 'Write code for project']",Develop and Manage Business Capabilities
fd38972a2c6044bb8ec8f35cf951fb36,m,"['Operations', 'Purchasing', 'Parking', 'Sales']",Other
fd3cff98527247908e39561461b21e7b,Assignment 8 - Jane Doe Main Process,"['Complete DUR', 'Complete insurance check', 'Perform quality check', 'Collect drugs from shelf', 'Place drugs in bag', 'Enter details of prescriptions', 'Place bag in pick up area']",Deliver Physical Products
fd3d9c283d6e437b928caf427b718604,Airport Security Check (Copy) (Copy),"['proceed to security check', 'proceed to depature', 'pass security screening', 'pass lugage screning']",Other
